text,expected,predicted
"Пидарашка нашла чем хвастаться, российской архитектурой. ЛОЛ.
",1.0,0.0
"А если в ответ на поздравление с днём рождения какой-то мудак-именник тебя в лицо ударит, ты перестанешь поздравлять с именинами вообще всех?
",1.0,1.0
"Коммунистам заливают говна в штаны даже когда у власти в стране Коммунистическая Партия.
",1.0,0.0
"Вот до чего жадность доводит, сказал бы 20 000 руб., может бы и прокатило
",0.0,0.0
"Дома моей жены и родственника на одной улице в давыдовке. Последний год пока что живём у меня в Воронеже.
",0.0,0.0
"Говори адрес, петушара, будешь у меня на камеру говорить, что Кузьма - не свинья и на коленях прощения просить
",1.0,0.0
"я все-таки описал процесс приобретения довольно свежей машины (1-2 года) . Если вы покупаете по неизвестным мне причинам 10-летний ноут, то там тест толтьо один - включается? ну ок
",0.0,0.0
"А ещё там регулярно проводят концерты мировые звезды
",0.0,0.0
"Берем кусок органического удобрения, добавляем в чай и обнаруживаем, что в нем нет ничего доброго, а воняет говном. Однако, если добавить в чай кусочек сахара, то он становится немного слаще.
",0.0,0.0
"Да, и ещё злостным мудаком и моральным уродом.
",1.0,0.0
"Тут они сами намудрили, т.к. подписались что Хариеры заменят на F35 и не только они но и Европа. Там список закупок в результате вышел больше чем им надо, и часть производили в самой Европе. Вобщем кинуть не получилось и надо все выкупать, а не нужно столько. F22 тяжелее, и проще, основное преимущество F35 что он палубный, но палубники то нужны США, Великобритания ну и ещё парочке стран европейских по паре штук. Сокращённый взлёт и посадка тоже сомнительное преимущество учитывая что он сказывается на ценнике и надёжности.
",0.0,0.0
"Правила и модераторы отсутствуют. А какого тогда хуя посты трут и банят? А вот и горелая скотоублюдина прибежала.
",1.0,0.0
"Был случай тоже, где-то за границей, мужик помер от рака, а его жене от его имени на все праздники и день рождения и так далее приходил букет любимых цветов и записка с пожеланиями и разными приятностями... Короче бабу через годика два-три в дурку закрыли, а оказалось, что муж перед смертью заказ в цветочном с отложенной обслугой заказал и наперёд за 10 лет оплатил всё...",0.0,0.0
"Чет проигрываю с лебирах которые в серьез верят что интернет отлючат. Потому что у нас ракеты и заводы работают не на российском по. Да и даже в том же Китае из под впн можно куда угодно выйти.
",0.0,0.0
"т.е. как мне на диспансеризации холестерин округлили в большую сторону до трёх, а у глюкозы отсекли 0,5 из 4,5. В данном контексте ссылаться на статистику, говоря о защите прививок, эпидемиях и осложнениях вообще абсурдно
",0.0,0.0
"У него 7-ми летняя (7 лет стояла) мембрана выдала 28 ppm. А новая корейская 82ppm
",0.0,0.0
"Можно ещё поговорить на тему Здороваетесь ли вы заходя в лифт, а там люди? )",0.0,0.0
"Как я понимаю, у поверхностей отражаемость поглощаемость разная. Типо нельзя прям до градусов температуру разных материалов сравнивать.
",0.0,1.0
"Спасибо, спасибо господа . Я был близок, но ленив.",0.0,0.0
"Настоящий интроверт скорее купит себе домик где-нибудь в деревне, где ловит интернет, и начнет заниматься фрилансом.
",0.0,0.0
"Пашка на самом деле Денис Добровольский. Эт так, к слову.",0.0,0.0
"ересь Кек. Расшифровка пердежа Педофилия - стопроцентная хрень получается, да. Слушайте! А может вы творчество Толеньки как абстракционизм потребляете? Ну, типа, детали-какашульки не важны, не внюхивайся. Ищи уничтожение в отклике подсознания. Это бы могло объяснить ваше пристрастие. Принять его, в какой-то мере, может быть.
",1.0,0.0
"хлеб А эти хохлы не так плохи, как кажутся.
",1.0,0.0
"Но это же дичь. Нельзя такую хуйню на высоте строить, только на каркасе нормальном. Этот козырек-плита должен быть частью внутренней плиты либо держаться арматурой. Этот же кирпич от нагрева остывания потрескается нахуй и болт внутри уже будет просто свободно висеть, а не держать кирпич
",0.0,0.0
"ВНИМАНИЕ!!! ДАННЫЙ ТРЕД ЗАХВАТЫВАЕТ ДОМКРАТ!!! ТЕПЕРЬ ЭТО ОФИЦИАЛЬНЫЙ ДОМКРАТ-ТРЕД!!! СЛАВА ДОМКРАТУ!!!
",1.0,1.0
"У нас до сих пор по городу такие тралики ходят
",0.0,0.0
"Еще же какие то проблемесы с подавлением религии были, не?",0.0,0.0
"Но это же объективно хуита. Вторичностью так и веет, эта песня как и все остальные его песни не дали ничего нового для музыки.
",0.0,0.0
Т.е. можно смело всех мясоедов называть неандертальцами ? :),0.0,0.0
"Спасибо, сдержался, было сложно
",0.0,0.0
"Левада еще может адекватно такой объем анализировать, подзалупным оркам такие технологии недоступны",1.0,0.0
"А как же радиоуправляемые машинки в клубах?
",0.0,1.0
"Эконом, да, в бизнесе страшно представить что творится
",0.0,0.0
"Фабрика еще и с Петрикором отдельно всех порадовала, помнится
",0.0,0.0
"Они знают, что их самолёт будет уничтожен
",0.0,1.0
"не знаю ни одного кто бы пользовался этим оператором
",0.0,0.0
"А я еще подожду, 5 лет еще не прошло. Со временем можно еще некоторые книги перечитывать. К тому же летом проходит 5 лет с употребления LSD) Вещи старые, а опыт новый)
",0.0,0.0
"легко. и от стекла может ебнуть. меня банкомат как-то раз шарахнул через кнопки с цифрами.
",0.0,0.0
Файжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжж.жжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжэзш.х не,0.0,0.0
"В сральник деревенский надо окунать таких мелких ублюдков а не в чистый школьный туалет.
",1.0,0.0
"Президент США Дональд Трамп заявил, что всерьез рассматривает возможность членства Бразилии в НАТО. Об этом он рассказал на совместной с бразильским коллегой Жаиром Болсонару пресс-конференции, передает Reuters. Вашингтон намерен объявить Бразилию главным стратегическим союзником среди государств, не входящих в НАТО, и допускает возможность членства Бразилии в альянсе. Это значительно укрепит безопасность и сотрудничество между нашими странами , объяснил американский лидер. Кроме того, Трамп поддерживает желание Болсонару присоединиться к Организации экономического сотрудничества и развития. По словам американского лидера, отношения между странами никогда не были настолько близкими . Ранее Болсонару призвал очистить Бразилию от грязных левых взглядов . Отмечалось, что поездка бразильского лидера в Вашингтон должна продемонстрировать приверженность южноамериканской страны США, что является отклонением от традиционной дипломатической линии страны. Болсонару стал президентом Бразилии 28 октября 2018 года. Он отмечал, что планирует изменить направление движения страны и сближаться с развитыми экономиками, а не региональными союзниками.
",0.0,0.0
"25 соседских сетей в 2,4 вот график скорости моего телефона в 2,4 (хотя 5ггц он тоже видит, но у нее радиус хуже, по этому только на телевизорах использую)
",0.0,0.0
"Нет, зарплата в рублях была. Тогда проходила всем известная тема, когда начальник берет зарплату своих подчиненных, вкладывает в валюту и через несколько месяцев, когда курс опять вырос, меняет обратно. Не знаю на каком уровне такое происходило, но такие истории были повсеместно.
",0.0,0.0
"Да на деньги не жалуюсь, просто юридическая ситуация сложная и лучше мне в клиники пока не суваться, ну а когда прийдется, лучше быть заочно подготовленным.
",0.0,0.0
"Да там вся линейка омерзительная, от копейки до... кто там флагман ща у Автохлама-веста?",0.0,0.0
"Забыли дописать ещё, что в стране с самой большой площадью территорий .
",0.0,0.0
"Ебаный дегенерат, новость про снимки луны, постит японку. Потому что японочки богини по сравнению с вонючими натахами так вообще как небо и земля
",1.0,0.0
"Вот зря вы. У нас по сравнению с США огромный опыт работы с орбитальными станциями (доставка грузов космонавтов, постройка и обслуживание станций и т.д.) и огромный опыт по космическим кораблям. Да, многие технологии сейчас уже давно впереди (вычислительные, ПО и т.п.). Но если совместить наш опыт с технологиями зарубежных стран, то получиться реально стоящие косм. корабли и косм. станции, благодаря которым человечество будет спокойно осваивать другие планеты и их спутники. Но опять же, мы ни при каких условиях с кем-то работать не будем, ибо этот огромный опыт, который мы передадим -- может пойти не в то русло. Так что если если и будем участвовать, то скорее всего так: Вот мы для вас КК сделали как вы просили, вот на нём и полетите .
",0.0,0.0
"Я думал рельсовому автобусу уже давно придумали название - электричка
",0.0,0.0
"свободных Что есть свобода?
",0.0,0.0
"Жизнь в другой стране не товар, который нужно рекламировать. Хотите жить в говне - добро пожаловать в РФ.
",0.0,0.0
"Опять же, пока покупают - зачем делать лучше? Пока люди массово не перестанут покупать жильё в таких районах - ничего не изменится. Я уверен, что большинство может отложить покупку квартиры на пару лет.
",0.0,0.0
"К сожалению, у моего работодателя другая точка зрения на этот счет
",0.0,1.0
"А не ты ли тут намедни пост о каком-то кришнаитском празднике вещал? Ты лично к христианству никакого отношения не имеешь, тем более к православию, но ты самолично один решаешь за христиан как и на что им оскорбляться. Тебя христиане еще не побили за то, что ты манипулируешь их верой, индуист?
",1.0,1.0
"Собаке - собачья смерть
",1.0,1.0
"-Это у тебя в уме, а у меня в сарае. -Итого шесть длинных хохарей -Студно туково
",1.0,1.0
"Не, не катит. Это ебань мохнатая пролетает.
",1.0,0.0
"Точно,и еще пару лет идет прибыль с металлолома.Еще пара лямов..
",0.0,0.0
"Спасибо за рекомендации. Сделаю.
",0.0,1.0
"Сам заебал. История реальная - реальная. Check Расу персонажа изменили - изменили. Check Ну и какого хера тогда тут затирают, что Ну фильм пиздец как бы изменился. ? В одном случае фильм по реальной истории оказывается пиздец как меняется и это расизм, а в другой - ну, они не могли белого найти, потому что у них лапки, так у тебя логика работает?
",1.0,0.0
"ряяяя я нибыдла тату на ебале и видимом участке тела разъебал на год руку в соре с тян потреблядь каргокультист, который нарочито блюет от русской музыки про рэп отдельно делает рэп слушает попсовый роцк книги и кинцо знает только псевдоинтеллектуальные инб4 он добился, а ты пукаешь на дваче из села
",1.0,1.0
"Светодиоды как правило можно определить только при вскрытии, если статистику ремонтов не вести и не записывать, где какие стоят. Заменить самому реально только линейки полностью, что наверное и лучше будет.
",0.0,0.0
"Нежелание давать денег киноделам - тоже голос, вангую, что ты в таргет груп у 75 маркетологов и прокатчиков. Если кто-то выбирает фильмы по рейтингу - он редкостный еблан. Вейт, ох щи.. Другое дело, что механизмы пропаганды работают неэффективно и сбоят. У них в руках есть гигантские возможности по работе с населением, а они гонят толстоту, да и то на коленке собранную. А все потому, что всем насрать, буквально. Хотят накручивать рейтинги - нехай, только я все равно на их фильм не пойду, и не из-за рейтингов обзоров.
",0.0,0.0
"Да здравствует русский мир Путин памахи Бандера не пройдёт Одесса рюзке город вот теперь заебись
",1.0,0.0
"Я им не конкурент. У них свои каналы продаж у меня свои. Мы даже никогда не пересечемся.
",0.0,0.0
"Ситуация знакома до боли ... всё это проходили и не так давно
",0.0,0.0
А карты памяти хоть поддерживаются телефоном?,0.0,0.0
"Барины рабам В двух словах умещается всё мировоззрение пидорашек. Именно эти две извилины в мозгу пидорах отвечают за проецирование данных слов на союзные украинско-американские отношения. Сосач познавательный. В мире животных.
",1.0,0.0
"Я настолько охренел от вида и ощущений, что проебланил счёт, но открылся примерно как надо (летел на одном уровне со всеми)
",0.0,0.0
"Конечно не закрылись. Этот никому не нужный Касперский впаривается при покупке компьютера во всяких Эльдорадо и Мвидео, а потом ещё впаривается у провайдеров при подключении к интернету. А на некоторые ноуты даже предустанавливается. Они живут только благодаря навязыванию и страшилкам для масс, а по факту это такая же зараза как Амиго со спутником, нагружающее устройство почём зря
",0.0,0.0
"пруф или пи..бол шарлатан)
",1.0,0.0
"библиотека? у меня в детстве в моём шкафу книг было больше.
",0.0,0.0
"Ты троллишь? Если ты такой правильный - плати мне репарации. Точно репарации, а не материнский капитал, ссуду или стипендию? Просто репарация - это по факту штраф за проёбанную войну от одно государства другому. Да и по международному праву, официальный приемник СССР - Российская Федерация. Так что, как переедешь на Аляску, можешь смело писать заявление в международный суд на РФ, чтобы тебе вернули 3 прадедовы коровы. Документы, подтверждающие собственность-то, остались?
",1.0,1.0
"Да, но я не могу заниматься тем, что мне не нравится.Считаю, что нужно делать то, что любишь. В школе любила и физику и алгебру. В институте, даже те, кто хотел - из 32 завалили сессию 20 человек.А в конце 5 го курса у них из двух групп выпустились всего 12 человек. Есть и другие случаи-девушка училась на музыке плохо, а потом пошла в мед и на скорой работает, ей очень нравится. Главное найти свое призвание)
",0.0,0.0
"Дело не в том что статья бред,а в том что автор выдающий себя за спеца по производству в Китае не способен понять что себестоимость производства решает все
",0.0,0.0
автор не понимает смысла слова адекватность орать как рарич когда у тебя батхерт - адекватная реакция,1.0,1.0
"Скорее 3 стадии работы рядового сотрудника в компании
",0.0,0.0
"Тебя это ебать не должно, пидарюга
",1.0,1.0
"ну он перешагнул ланку в 100к рублей в месяц жеж. так то с таким достатком и нужно заводить личинок. больше можно, меньше нельзя.
",0.0,0.0
"через пару недель в Братск ехать на машинке по делам и тут такая новость
",0.0,0.0
"Должны. Я уже предлагал для полицейских в частности и правоохранителей в целом ввести исключительно три вида наказания: 10 лет, пожизненное, ВМГС. Условное наказание и отсрочку исполнения приговора не назначать.
",0.0,0.0
"Старый баян как он заебал
",1.0,1.0
"что в зарубежных странах люди более осведомлены и реже используют не предназначенные для этого предметы . пидорасы
",0.0,0.0
"л ? Узнаю. Все-еще-похуй-на-тред пожаловал.
",1.0,0.0
"Ограничения продаваемость
",0.0,1.0
"Я как то спустилась открыть а мне мужик попытался 4 тяжеленных пакета отдать. Долго соображал что тельце в 40 кило помрет пока дотащит их до этажа.
",0.0,0.0
"Эмм... кто все эти люди?
",0.0,0.0
"И как же конторе возместить убыток причиненный подобным кадром? В суд на него подать на возмещение убытка? А у него из имущества только одежда, что на нём и мобильник, чтоб заказ принять.
",0.0,1.0
"Дык все по молодости играли в игру кто больше выпьет ...
",0.0,0.0
"Есть цельные топоры, у них только если сломаешь)
",0.0,0.0
"скажите, а как белка срет в квартире. Если ее на улице выпустить , она убежит или полностью ручная
",0.0,0.0
"это жалобное поскуливание хохла-куколда
",1.0,0.0
Сейчас все авиакомпании мира вместе со специалистами гугл карт смотрят на казахов и думают ну что за дебилы ну еп твое мать.,1.0,0.0
"Ужасный звук! Повесь петличку. Если хочешь делать качественный контент, то делай не только картинку, но и звук.
",0.0,0.0
"Мелкая буржуазия - это крестьяне и середняки. Ну не тянут уж кулаки на крупную, ну никак не тянут. Как и НЭПманы кстати. Ну не было в СССР крупных буржуа. Класс буржуазии оставался, и представлен был тими самими кулаками и нэпманами, как основной силой. Ленин, кстати, после победы революции, не собирался резко ликвидировать крупную буржуазию. Национализацию банков и крупных предприятий не спешили проводить.Помешал внезапный саботаж и движение масс. Пришлось пойти на уступки. Так что Ленин, видел в этом опасность, но не вдавался в левый уклон, как и Сталин. Экономика ему была важна.Так что Китай идет в русле Ленинской позиции. Хотя это и выглядит необычно и дико. Ага, а в Китае как раз стали меньше расстреливать и больше отчитывать на парт собраниях. Видел статистику. Коррупция растет, расстрелы падают. От китайцев информация. Было-бы интересно ознакомится.
",0.0,0.0
"Конечно не для русских. Если русский это сразу нацист.
",1.0,0.0
"Бог ты мой... 2000-й... как сладок был мой первый интернет...
",1.0,1.0
"В России два пола. Гомосеком быть стыдно и опасно. Негры - это негры, а не афроктототам. Женщины имеют больше прав, чем мужчины. Вот поэтому и ебутся со всеми делами, раз такие умные. Аборты - а тебе не похуй? Или денег захотел дать? Ну, давай. Остоебенело читать подзалупную иностранщину. Для кого это говно переводят на наш язык? Нам до этой благородной подагры ещё коклюшами со скарлатинами два века с гаком болеть. Горчичники надо учиться крутить, а не за мусьё тарелки подлизывать.
",1.0,0.0
"Так же про свой город могу сказать, но все равно есть пара мест)
",0.0,0.0
"Хоть марсианские!По ПТЭ пуск эл.двигателя из холодного состояния 2 раза, из горячего 1 раз.
",0.0,0.0
"бьют кошек за провинности Кот понимающий что-то вида плохой Барсик, так нельзя либо уже натренирован на слово нельзя либо это случай 1 из 1000, что кот реагирует на интонацию, а дать по жопе (иногда и хорошо так дать по жопе) ткнув носом в это самое нельзя понимание приходит очень быстро (если конечно кот не идиот). В итоге вырос нормальный кот понимающий что можно, а что нельзя и понимающий что за то что стащил еду со стола он получит по заднице, бонусом понимает слово нельзя
",0.0,0.0
"Спалил свой вк постя плохо закрашенную переписку.
",1.0,1.0
"Какую эту проверку качества требовать через пол года эксплуатации? Технически сложный товар так-то.
",0.0,0.0
Почему балбес?Славный кобеляка,1.0,1.0
"Просто был дан приказ набрать отряд боевых пидарасов
",1.0,1.0
"Поржал, с этих ментов. Они что реально думают, что на день защитника отечества смотреть на голую чью то маму или будущую маму это круто??? Беспредел. Свадьба во время похорон. Не так нас воспитывали. Не так.
",1.0,0.0
"У тебя видать тоже кость широкая.
",1.0,1.0
"Есть вариант, что не просто так он с лестницы мог упасть в той школе...
",0.0,0.0
"Сломать и на этом месте построить пиздатое. Что не так? Старые дома - это как бабкин хлам на балконе. Нехуй засирать города ненужным старьём. Центр города должен быть самым продвинутым местом, а не деревней 19 века.
",0.0,0.0
"Подерживаю, банить скримодаунов
",1.0,1.0
"Да не, то не редактор: у неё там по старой ватной привычке получилось: профессионального русофоба, недоучки и ангажированного псевдоученого Пришлось замазывать.
",1.0,0.0
"Так же как, впрочем, и ФРС США является закрытым акционерным обществом по форме собственности и финансовой пирамидой по смысловому содержанию. Собственно вся заваруха сейчас разворачивается из-за того, что для макроэкономического регулирования им надо ставку повышать. А они не могут, потому что они пирамида. .
",0.0,0.0
"Познер назвал отличие русских от европейцев Телеведущий Владимир Познер считает, что россияне отличаются от западных людей отношением к закону, а именно презрением к нему по достижении высокого социального положения. Мнение журналиста приводится на сайте Познер Online . Источник: РИА Новости В качестве примера Познер привел ситуацию с престижной школой рядом с его домом. После занятий за учениками младших классов приезжают родители на машинах, и останавливаются в местах, где это запрещено. Чтобы не платить штраф, они закрывают номерные знаки бумажками. Причем, вы знаете, теперь ведь в Москве, в центре города, штраф пять тысяч рублей за неправильную стоянку, но для людей, владеющих такими машинами, пять тысяч рублей, это что для многих россиян примерно пять рублей , обращает внимание тележурналист. Аналогичную ситуацию Познер наблюдал у комплекса, в котором он играет в теннис. Почему они стоят? Ну, потому что их хозяева считают себя чрезвычайно важными и поэтому для них закон этот не существует. Для нас с вами существует, а для них нет , приходит к выводу ведущий. Он считает, что отношение, при котором человек, становясь важным господином , начинает презирать общепринятые правила, и отличает россиян от жителей Запада. Это очень характерно для нас и совсем не характерно для них , заключает Познер. По его мнению, именно такие важные люди указывают всем остальным соблюдать закон, в то время как для них его не существует. В октябре 2018 года Познер заявил, что в высоком уровне бедности в России виноваты исключительно власти, которые не задумываются над последствиями происходящего.
",1.0,0.0
"Делал межевание пересечение с соседом на 45 см , какие то волшебные числа?
",0.0,0.0
"а правда что в РБ зарплата 2000 срдняя?
",0.0,0.0
"Еда, жилище, одежда, транспорт. Обучение. Остальное- да, излишество. Я бы предложил подумать над этим, но это сложно.
",0.0,0.0
"Не пытайся меня понять. Не напрягай свои зачатки интеллекта.
",1.0,0.0
"минусаторы, сосите хуй
",1.0,1.0
"Жаль слышать. Реалии оказались не по зубам мужчине, быдло и жиды неистребимы, к сожалению, не исправимы
",1.0,0.0
"Послушай сильная независимая женщина, дело не материальности подарка, а в том что внимания 0. В случае с носкахпенойтрусами тоже внимание к подарку 0. Мне подарок не нужен , но можно было просто поздравить, а так это был просто рабочий день короче на час.
",0.0,0.0
"Что вы тут устроили блядь? 1 Быков-унылый педераст на зарплате.Готовый продавать свою жирную жопу кому угодно. Таких- полно.Тот же Глебыч, только если Глебыч честно признается что ему похуй за кого топить лишь бы бабки были, Быков хочет своей сракой занять оба стула с пиками и не только... Вобщем, одного поля с Поросём ягоды. Как тут не вспомнить знаменитое: Антисоветчик, всегда пидарас,( и это как вы понимаете не ориентация)
",1.0,0.0
Вообще-то отказ встречаться с вами у неё дома или рядом - не показатель. Никто не обязан вас вести туда или сюда. Ояебу следователь нашёлся.,1.0,0.0
"Хоть ты и дегенерат, но ты прав. В том, что ты грязноштанный потомок холопа, нет моей заслуги, лишь заслуга твоей матери шлюхи, и ее матери шлюхи, и т.д.
",1.0,1.0
"Несправедливый раздел Русские себе почти всё забрали АХАХАХ ТУПАЯ РУСНЯ МЫ ОБЪЯВЛЯЕМ НЕЗАВИСИМОСТЬ, А ЗА ДОЛГИ И ОБЯЗАТЕЛЬСТВА БУДЕТЕ ОТВЕЧАТЬ САМИ ЛАДНО, ТОГДА МЫ ЗАБИРАЕМ И ПРАВА ПО ЭТИМ ОБЯЗАТЕЛЬСТВАМ. АХАХА ТУПАЯ РУСНЯ БЕР Т ДОЛГИ, А МЫ БУДЕМ СВОБОДНЫМИ И ЧИСТЫМИ РУСНЯ НАС ОБОБРАЛА! РУСНЯ ВС ЗАБРАЛА! Какие же нацмены дегенераты, пиздец просто. Лживый урод, все ядерное оружие из республик свезли в квазигосударство рф .И почему такие границы, зачем к рф пристегнули столько нерусских земель? Вывезли всё ядерное оружие Что такое Беловежский Договор и зачем Украина отказалась от ядерного оружия Это так теперь называется принудительное изъятие ядерного арсенала? Настолько принудительное, что на Незалежной получали деньги от США за распил самолётов Белый Лебедь с записью на камеру. Нацмен, ты прежде чем срать, попробовал хотя бы изучить историю.
",1.0,0.0
"К сожалению мы ни в Китае, только в интернете, но из обоих стволов
",0.0,0.0
"Выяснилось, что в Северной Осетии работают одни из самых дорогих проституток, за час своих услуг они просят, в среднем, 1900 рублей, дороже их - только жрицы любви из Ингушетии (2700 рублей), а немного дешевле - доступные женщины из Грозного (1500 рублей за час утех). Ну насмешили. Откройте любой сайт с индивидуалками, там за 2000 найдешь только 50 летнюю бабу маню с сиськами до пупка. Чуть дороже от 3000 идут негритянки, ну а так что бы более-менее норм ну от 5000
",0.0,0.0
"Ну да не знаю, вроде фильм закончен. Хотя и короткий, меньше часа. Тяжёлый очень. Вообще Балабанов для меня как Хичкок. Больше 1-2х раз смотреть не могу.
",0.0,0.0
"Тег политика, сейчас обьяснят что нельзя вмешиваться во внутренние дела государства правда что это точно значит ответить не смогут ведь абсолютное не вмешательство это кордон на границе, что бы не войти, не выйти
",0.0,0.0
"А что если просто потолок обшить обычной вагонкой, с воздушным зазором 15-20см между крышей и досками, с установкой пары вентиляционных вытяжек грибков в крыше (количество зависит от площади у угла наклона крыши). Горячий воздух от расширения стравится из пространства между крышей и вагонкой через вытяжки. Опять таки вентиляционные вытяжки уберут возможную влагу при перепаде температуры и при осеннее -весенней влажности. Не будет никакого пластика стекольной пыли и пр. Ну и эстетично, как никак... Но это как теоретическое предложение ибо многое, кроме нагрева от солнца, неизвестно. (Какая жизнедеятельность будут вестись под крышей, насколько все открыто от ветра и по. неизвестные.)
",0.0,0.0
"иии?? фотки похожи, но ты увидел где то полное совпадение? тоесть, по-твоему, я качнул ее из яндекса и вставил? фото ценника тебя устроит?
",0.0,1.0
"- Доктор, вырежьте вон у того мужика сердце и вставьте мне! - Хммм... А у вас есть шоколадка?
",1.0,0.0
"Либерашка, хуле ты сейчас за людей в бараках не топишь, а поддерживаешь срыночек, который до сих пор в 21 веке заставляет большинство населения планеты готовить на дровянных печах и жить при свечах?
",1.0,0.0
"Голубые ели возле братских могил D
",1.0,1.0
"А летом там черный дождь идет?
",0.0,0.0
"На сайте анонимный дед мороз нужно зарегаться и ждать следующего проекта, а там уже будет распределение адресов и все такое) участвуйте, не пожалеете!
",0.0,0.0
"Какая себестоимость получается и по сколько продаёте магазинам? На реализацию отдаёте или с оплатой сразу?
",0.0,0.0
"Этот сайт - дно Рунета, большинство его посетителей - выродки и отбросы общества. Немногие интеллигенты, ищущие отдушину в анонимном общении также втягиваются в местную маргинальную культуру и быстро деградируют до среднестатистического анонимуса. Так что не ищите здесь уважительного общения без обсценной лексики, его нет.
",1.0,0.0
"Раньше была Манька Защеканка, а теперь стримерша,тьфу, бля
",1.0,0.0
"Весь город пронизан теплосетями, в местах их переплетения оборудованы теплокамеры. По идее они должны быть сухими и чистыми, так как за этим должны следить, но по факту они частенько говном залиты. Да и возможно скопление газа. Ну а так находишь место повыше, ищешь квадрат бетонный в земле с четырьмя люками и вперёд. У нас так бомж в одной жил, она на поверхности. До бомжа там собака жила, но он походу ее захомячил.
",0.0,0.0
